sample,x,y,confidence,real_cm
1,94.375000,318.076935,0.94965696,10.000000
2,97.740387,320.000000,0.89540482,10.000000
3,93.509621,319.807709,0.94379187,10.000000
4,95.432693,318.846161,0.94085932,10.000000
5,95.721161,318.461548,0.93792677,10.000000
6,97.067314,320.192322,0.90664625,10.000000
7,97.500000,321.730774,0.90078115,10.000000
8,97.115387,323.269257,0.93352795,10.000000
9,97.211540,325.192322,0.95601082,10.000000
10,96.778847,329.038483,0.93450546,10.000000
11,98.557693,332.500000,0.90126991,10.000000
12,98.557693,332.500000,0.91886520,10.000000
13,98.557693,332.500000,0.91886520,10.000000
14,97.836540,331.153870,0.92521906,10.000000
15,98.557693,329.615387,0.91886520,10.000000
16,98.557693,329.615387,0.91886520,10.000000
17,97.932693,329.615387,0.92082024,10.000000
18,98.125000,330.000000,0.92570782,10.000000
19,98.125000,329.423096,0.91642141,10.000000
20,98.365387,329.230774,0.91438007,10.000000
21,98.557693,329.615387,0.91886520,10.000000
22,98.125000,330.384613,0.90517998,10.000000
23,98.221161,329.615387,0.90517998,10.000000
24,98.317314,329.807709,0.90469122,10.000000
25,98.413467,330.000000,0.91202259,10.000000
26,98.125000,328.846161,0.92326403,10.000000
27,97.692314,328.461548,0.93548298,10.000000
28,98.557693,329.615387,0.91886520,10.000000
29,98.317314,329.230774,0.91837645,10.000000
30,99.326927,328.269257,0.93841553,10.000000
31,98.846161,328.076935,0.94330311,10.000000
32,98.942314,328.076935,0.93939304,10.000000
33,99.326927,327.884613,0.94770193,10.000000
34,99.903847,327.884613,0.94379187,10.000000
35,99.519234,328.076935,0.94428062,10.000000
36,99.230774,327.884613,0.94770193,10.000000
37,99.230774,328.269257,0.94085932,10.000000
38,100.096161,327.115387,0.94525814,10.000000
39,99.134621,327.115387,0.94623566,10.000000
40,99.230774,327.115387,0.95014572,10.000000
41,98.461540,326.538483,0.95210075,10.000000
42,98.653847,326.923096,0.94134808,10.000000
43,98.653847,326.730774,0.94721317,10.000000
44,99.807693,325.769257,0.94476938,10.000000
45,99.423080,325.769257,0.94085932,10.000000
46,98.750000,326.346161,0.94379187,10.000000
47,100.576927,326.538483,0.93303919,10.000000
48,99.519234,326.923096,0.94867945,10.000000
49,99.038467,327.307709,0.94525814,10.000000
50,99.711540,327.307709,0.93988180,10.000000
51,100.000000,327.307709,0.94476938,10.000000
52,99.134621,327.115387,0.94525814,10.000000
53,98.942314,327.307709,0.94819069,10.000000
54,98.365387,327.115387,0.94916821,10.000000
55,98.653847,327.307709,0.94770193,10.000000
56,99.038467,327.115387,0.94770193,10.000000
57,99.134621,327.115387,0.95161200,10.000000
58,98.557693,327.692322,0.94525814,10.000000
59,98.750000,327.115387,0.94525814,10.000000
60,98.461540,325.961548,0.95014572,10.000000
61,98.653847,325.384613,0.94428062,10.000000
62,98.461540,325.769257,0.95258951,10.000000
63,98.750000,325.192322,0.94379187,10.000000
64,98.269234,325.384613,0.94867945,10.000000
65,98.461540,325.384613,0.94867945,10.000000
66,99.326927,324.615387,0.93059540,10.000000
67,98.557693,325.000000,0.94867945,10.000000
68,98.942314,324.807709,0.94574690,10.000000
69,99.038467,323.846161,0.92766285,10.000000
70,99.038467,323.461548,0.92033148,10.000000
71,97.980774,323.461548,0.93743801,10.000000
72,98.076927,323.461548,0.93206167,10.000000
73,97.692314,323.461548,0.94183683,10.000000
74,97.596161,323.076935,0.93646049,10.000000
75,97.884621,323.461548,0.93646049,10.000000
76,97.980774,323.653870,0.93743801,10.000000
77,97.692314,323.653870,0.94428062,10.000000
78,97.980774,323.461548,0.93743801,10.000000
79,97.596161,323.461548,0.93743801,10.000000
80,98.076927,322.884613,0.92717409,10.000000
81,98.365387,323.269257,0.92717409,10.000000
82,97.980774,323.461548,0.94085932,10.000000
83,97.980774,322.692322,0.93010664,10.000000
84,96.730774,322.115387,0.91300011,10.000000
85,97.115387,322.307709,0.91153383,10.000000
86,97.163467,321.538483,0.89247227,10.000000
87,97.884621,322.115387,0.89638233,10.000000
88,97.788467,322.307709,0.90126991,10.000000
89,97.836540,321.538483,0.89051723,10.000000
90,97.644234,320.961548,0.89344978,10.000000
91,97.836540,320.576935,0.88269711,10.000000
92,96.778847,321.153870,0.91055632,10.000000
93,97.259621,321.538483,0.91153383,10.000000
94,96.201927,322.307709,0.90371370,10.000000
95,96.778847,321.923096,0.90517998,10.000000
96,96.009621,321.923096,0.91006756,10.000000
97,96.201927,322.115387,0.90811253,10.000000
98,96.105774,322.307709,0.91153383,10.000000
99,96.442314,322.307709,0.91691017,10.000000
100,96.201927,322.500000,0.90762377,10.000000
