sample,x,y,confidence,real_cm
1,305.000000,384.038483,0.92717409,0.000000
2,306.538483,382.500000,0.91691017,0.000000
3,305.000000,384.230774,0.92473030,0.000000
4,305.192322,385.769257,0.93988180,0.000000
5,304.423096,385.384644,0.93052483,0.000000
6,305.000000,385.192322,0.92717409,0.000000
7,306.153870,384.807709,0.93450546,0.000000
8,305.961548,385.000000,0.94330311,0.000000
9,306.730774,384.230774,0.92228651,0.000000
10,306.346161,383.846161,0.93059540,0.000000
11,306.730774,383.846161,0.92473030,0.000000
12,306.923096,383.461548,0.92082024,0.000000
13,307.115387,383.269257,0.92130899,0.000000
14,307.115387,382.115387,0.89687109,0.000000
15,306.730774,382.884644,0.92130899,0.000000
16,306.923096,382.307709,0.91642141,0.000000
17,306.923096,382.307709,0.91935396,0.000000
18,306.923096,382.115387,0.91593266,0.000000
19,306.346161,383.076935,0.92570782,0.000000
20,306.923096,382.307709,0.91251135,0.000000
21,306.538483,382.500000,0.91984272,0.000000
22,306.346161,382.692322,0.91837645,0.000000
23,306.923096,382.884644,0.92082024,0.000000
24,306.923096,382.500000,0.92179775,0.000000
25,306.923096,382.115387,0.91300011,0.000000
26,306.923096,382.115387,0.91446638,0.000000
27,306.923096,382.692322,0.91593266,0.000000
28,306.923096,382.307709,0.91495514,0.000000
29,306.730774,381.923096,0.91397762,0.000000
30,306.346161,382.307709,0.91886520,0.000000
31,305.961548,382.307709,0.92082024,0.000000
32,306.538483,382.307709,0.91984272,0.000000
33,307.500000,381.923096,0.89931488,0.000000
34,307.692322,381.923096,0.87585449,0.000000
35,307.307709,381.923096,0.89735985,0.000000
36,306.730774,382.115387,0.91691017,0.000000
37,306.538483,382.115387,0.91397762,0.000000
38,307.307709,381.153870,0.91691017,0.000000
39,307.692322,380.961548,0.88709593,0.000000
40,307.500000,381.153870,0.87780952,0.000000
41,307.884613,381.730774,0.88025331,0.000000
42,307.884613,381.730774,0.88025331,0.000000
43,308.461548,380.192322,0.90371370,0.000000
44,307.884613,381.730774,0.88025331,0.000000
45,307.692322,381.153870,0.87780952,0.000000
46,307.307709,381.153870,0.90566874,0.000000
47,306.730774,381.346161,0.91202259,0.000000
48,307.692322,380.769257,0.90224743,0.000000
49,306.923096,381.346161,0.92473030,0.000000
50,306.730774,381.346161,0.92130899,0.000000
51,306.730774,380.384644,0.92473030,0.000000
52,306.346161,381.153870,0.92375278,0.000000
53,306.538483,380.961548,0.93303919,0.000000
54,307.307709,380.192322,0.92668533,0.000000
55,306.538483,379.807709,0.93841553,0.000000
56,306.346161,380.576935,0.93108416,0.000000
57,307.307709,379.807709,0.92912912,0.000000
58,307.307709,380.000000,0.92228651,0.000000
59,307.307709,380.000000,0.92228651,0.000000
60,307.115387,380.192322,0.92130899,0.000000
61,306.346161,380.769257,0.93841553,0.000000
62,307.307709,380.000000,0.92424154,0.000000
63,307.307709,379.807709,0.92668533,0.000000
64,307.692322,379.038483,0.90762377,0.000000
65,307.884613,379.230774,0.90615749,0.000000
66,308.076935,378.846161,0.90420246,0.000000
67,307.692322,378.461548,0.90126991,0.000000
68,307.884613,378.269257,0.90664625,0.000000
69,307.884613,378.076935,0.91202259,0.000000
70,307.692322,377.692322,0.91935396,0.000000
71,307.307709,378.269257,0.93108416,0.000000
72,307.307709,377.884644,0.92082024,0.000000
73,307.307709,378.269257,0.92864037,0.000000
74,308.269257,377.692322,0.91495514,0.000000
75,307.884613,377.884644,0.90615749,0.000000
76,307.884613,378.846161,0.90126991,0.000000
77,306.730774,379.038483,0.93303919,0.000000
78,306.923096,378.269257,0.93450546,0.000000
79,306.538483,377.884644,0.93939304,0.000000
80,306.538483,379.038483,0.92717409,0.000000
81,307.307709,378.461548,0.92717409,0.000000
82,307.115387,378.461548,0.93108416,0.000000
83,307.307709,378.076935,0.92473030,0.000000
84,306.538483,378.461548,0.94037056,0.000000
85,306.538483,377.884644,0.93841553,0.000000
86,305.769257,378.076935,0.93841553,0.000000
87,306.346161,377.692322,0.93890429,0.000000
88,305.961548,378.269257,0.94281435,0.000000
89,306.153870,376.923096,0.94085932,0.000000
90,306.538483,376.346161,0.95014572,0.000000
91,306.346161,376.153870,0.94721317,0.000000
92,305.961548,376.730774,0.95014572,0.000000
93,306.153870,376.538483,0.94623566,0.000000
94,305.384613,376.923096,0.93841553,0.000000
95,305.384613,375.961548,0.94281435,0.000000
96,305.576935,375.961548,0.94085932,0.000000
97,305.192322,376.923096,0.93646049,0.000000
98,305.769257,375.961548,0.95112324,0.000000
99,307.115387,374.807709,0.93352795,0.000000
100,306.153870,374.807709,0.95112324,0.000000
