sample,x,y,confidence,real_cm
1,458.461548,352.307709,0.93743801,-6.000000
2,454.615387,352.692322,0.93646049,-6.000000
3,454.230774,354.038483,0.93743801,-6.000000
4,456.538483,356.730774,0.89247227,-6.000000
5,456.538483,358.269257,0.91397762,-6.000000
6,455.000031,359.038483,0.90029240,-6.000000
7,455.384644,357.115387,0.85337162,-6.000000
8,455.769257,356.730774,0.86168051,-6.000000
9,455.000031,358.269257,0.90175867,-6.000000
10,454.615387,358.076935,0.92228651,-6.000000
11,454.615387,358.269257,0.90811253,-6.000000
12,454.230774,359.423096,0.93157291,-6.000000
13,455.000031,359.423096,0.91446638,-6.000000
14,454.615387,359.807709,0.92228651,-6.000000
15,454.230774,359.615387,0.92961788,-6.000000
16,453.076935,360.384644,0.93988180,-6.000000
17,453.461548,359.807709,0.92961788,-6.000000
18,453.461548,359.807709,0.92424154,-6.000000
19,454.230774,359.423096,0.92130899,-6.000000
20,453.846161,359.230774,0.93059540,-6.000000
21,453.846161,359.615387,0.92375278,-6.000000
22,453.076935,359.615387,0.93108416,-6.000000
23,453.076935,359.423096,0.92473030,-6.000000
24,452.692322,359.807709,0.92619658,-6.000000
25,452.692322,359.807709,0.92570782,-6.000000
26,453.461548,359.230774,0.92179775,-6.000000
27,452.307709,360.576935,0.93059540,-6.000000
28,452.692322,360.000000,0.93206167,-6.000000
29,452.692322,359.230774,0.93059540,-6.000000
30,453.076935,359.807709,0.92864037,-6.000000
31,452.692322,359.423096,0.92912912,-6.000000
32,453.076935,359.807709,0.93450546,-6.000000
33,453.076935,360.000000,0.92912912,-6.000000
34,452.692322,360.769257,0.93499422,-6.000000
35,452.692322,360.769257,0.94085932,-6.000000
36,453.076935,360.961548,0.94134808,-6.000000
37,452.692322,361.538483,0.94770193,-6.000000
38,452.692322,361.538483,0.94281435,-6.000000
39,452.692322,361.538483,0.94428062,-6.000000
40,453.076935,361.923096,0.95205116,-6.000000
41,453.076935,361.923096,0.94819069,-6.000000
42,452.692322,362.500000,0.94960499,-6.000000
43,453.076935,362.500000,0.95009422,-6.000000
44,452.692322,362.884644,0.94666958,-6.000000
45,452.307709,362.884644,0.95351887,-6.000000
46,453.076935,363.269257,0.95694351,-6.000000
47,453.076935,362.692322,0.95498657,-6.000000
48,453.461548,363.461548,0.95449734,-6.000000
49,453.461548,362.884644,0.95210075,-6.000000
50,453.846161,362.692322,0.95454454,-6.000000
51,453.076935,363.461548,0.95743275,-6.000000
52,453.076935,363.653870,0.95107269,-6.000000
53,453.461548,363.846161,0.95302963,-6.000000
54,453.076935,363.653870,0.95254040,-6.000000
55,453.461548,363.653870,0.95254040,-6.000000
56,453.461548,364.038483,0.95205116,-6.000000
57,453.846161,364.230774,0.95210075,-6.000000
58,454.230774,364.038483,0.94672441,-6.000000
59,453.461548,364.423096,0.95107269,-6.000000
60,453.846161,364.230774,0.94618034,-6.000000
61,453.076935,364.230774,0.95107269,-6.000000
62,453.461548,364.038483,0.95547581,-6.000000
63,452.307709,364.423096,0.93450546,-6.000000
64,452.692322,363.461548,0.94764805,-6.000000
65,451.538483,363.653870,0.93884182,-6.000000
66,452.692322,362.884644,0.95400810,-6.000000
67,452.307709,363.653870,0.94911575,-6.000000
68,453.076935,363.653870,0.95351887,-6.000000
69,451.923096,364.038483,0.93541718,-6.000000
70,451.923096,364.615387,0.93255043,-6.000000
71,452.692322,364.038483,0.95205116,-6.000000
72,452.692322,363.653870,0.94960499,-6.000000
73,452.692322,364.230774,0.94618034,-6.000000
74,452.307709,364.423096,0.93059540,-6.000000
75,451.923096,364.230774,0.93401670,-6.000000
76,451.923096,364.807709,0.93401670,-6.000000
77,451.923096,364.615387,0.93401670,-6.000000
78,452.307709,364.807709,0.92961788,-6.000000
79,451.538483,365.384644,0.93206167,-6.000000
80,451.153870,365.576935,0.91739893,-6.000000
81,451.538483,365.192322,0.93743801,-6.000000
82,451.538483,365.384644,0.93255043,-6.000000
83,451.923096,365.000000,0.93059540,-6.000000
84,451.923096,365.576935,0.92766285,-6.000000
85,451.538483,365.769257,0.93059540,-6.000000
86,451.153870,366.346161,0.93841553,-6.000000
87,451.153870,365.576935,0.92179775,-6.000000
88,451.153870,366.153870,0.92668533,-6.000000
89,450.769257,366.923096,0.92815161,-6.000000
90,451.153870,366.730774,0.93059540,-6.000000
91,450.384644,367.115387,0.92668533,-6.000000
92,450.769257,366.730774,0.93401670,-6.000000
93,450.000031,368.461548,0.93157291,-6.000000
94,450.384644,368.461548,0.93206167,-6.000000
95,450.769257,368.653870,0.93059540,-6.000000
96,450.384644,368.846161,0.93499422,-6.000000
97,450.384644,368.846161,0.92619658,-6.000000
98,450.000031,369.230774,0.92228651,-6.000000
99,450.000031,369.038483,0.92717409,-6.000000
100,450.000031,369.038483,0.92668533,-6.000000
