sample,x,y,confidence,real_cm
1,406.538483,387.500000,0.92179775,-4.000000
2,406.538483,386.730774,0.92179775,-4.000000
3,407.307709,388.653870,0.92179775,-4.000000
4,409.230774,387.115387,0.92766285,-4.000000
5,410.000000,387.307709,0.91642141,-4.000000
6,408.461548,387.884644,0.92473030,-4.000000
7,407.692322,389.230774,0.92570782,-4.000000
8,406.923096,389.807709,0.91691017,-4.000000
9,407.307709,389.230774,0.92375278,-4.000000
10,407.692322,389.230774,0.92033148,-4.000000
11,408.076935,388.846161,0.92521906,-4.000000
12,407.692322,389.230774,0.91788769,-4.000000
13,408.846161,388.846161,0.93450546,-4.000000
14,408.461548,389.038483,0.92961788,-4.000000
15,409.615387,389.230774,0.92277527,-4.000000
16,408.461548,389.038483,0.92277527,-4.000000
17,408.846161,389.615387,0.92815161,-4.000000
18,408.846161,388.461548,0.93548298,-4.000000
19,408.846161,386.923096,0.93010664,-4.000000
20,408.461548,388.076935,0.92033148,-4.000000
21,408.461548,388.269257,0.92815161,-4.000000
22,407.692322,389.038483,0.92130899,-4.000000
23,408.461548,387.884644,0.92473030,-4.000000
24,408.076935,388.269257,0.92082024,-4.000000
25,408.076935,388.076935,0.92521906,-4.000000
26,407.692322,388.846161,0.92375278,-4.000000
27,407.692322,388.653870,0.91837645,-4.000000
28,407.307709,387.500000,0.91837645,-4.000000
29,406.538483,388.269257,0.92473030,-4.000000
30,407.692322,388.076935,0.92130899,-4.000000
31,408.076935,389.230774,0.93157291,-4.000000
32,408.461548,390.000000,0.92473030,-4.000000
33,408.076935,390.961548,0.92082024,-4.000000
34,407.692322,390.961548,0.91886520,-4.000000
35,408.076935,390.576935,0.92375278,-4.000000
36,408.076935,390.769257,0.91984272,-4.000000
37,407.307709,390.961548,0.91397762,-4.000000
38,407.692322,390.769257,0.91837645,-4.000000
39,407.307709,391.346161,0.92033148,-4.000000
40,407.307709,391.538483,0.91593266,-4.000000
41,407.307709,391.538483,0.90615749,-4.000000
42,408.076935,390.769257,0.91837645,-4.000000
43,407.692322,391.538483,0.91691017,-4.000000
44,408.461548,390.769257,0.92375278,-4.000000
45,407.692322,391.538483,0.91055632,-4.000000
46,407.307709,391.153870,0.91642141,-4.000000
47,407.692322,390.961548,0.91055632,-4.000000
48,406.923096,391.538483,0.88660717,-4.000000
49,406.923096,391.346161,0.90126991,-4.000000
50,406.923096,391.730774,0.88171959,-4.000000
51,406.153870,393.846161,0.85337162,-4.000000
52,405.769257,394.615387,0.85923672,-4.000000
53,405.769257,393.846161,0.86656809,-4.000000
54,405.769257,393.269257,0.89638233,-4.000000
55,405.000000,393.653870,0.91397762,-4.000000
56,405.000000,393.846161,0.91202259,-4.000000
57,405.000000,393.846161,0.92473030,-4.000000
58,405.384644,392.692322,0.90371370,-4.000000
59,405.769257,392.500000,0.88953972,-4.000000
60,406.153870,392.307709,0.87389946,-4.000000
61,405.384644,392.884644,0.90517998,-4.000000
62,405.384644,393.076935,0.90762377,-4.000000
63,405.769257,392.884644,0.89344978,-4.000000
64,406.153870,392.692322,0.88807344,-4.000000
65,405.769257,392.692322,0.87585449,-4.000000
66,405.384644,392.884644,0.89638233,-4.000000
67,405.769257,392.500000,0.89735985,-4.000000
68,405.769257,392.500000,0.88269711,-4.000000
69,405.769257,392.884644,0.87976456,-4.000000
70,405.384644,392.500000,0.91642141,-4.000000
71,405.000000,392.500000,0.92277527,-4.000000
72,404.615387,393.076935,0.92521906,-4.000000
73,405.000000,392.500000,0.92521906,-4.000000
74,405.384644,392.692322,0.91202259,-4.000000
75,405.769257,392.500000,0.88367462,-4.000000
76,405.384644,392.884644,0.91837645,-4.000000
77,405.384644,392.692322,0.91202259,-4.000000
78,405.384644,392.884644,0.90566874,-4.000000
79,405.769257,393.461548,0.87536573,-4.000000
80,405.769257,393.461548,0.87389946,-4.000000
81,405.769257,393.461548,0.86559057,-4.000000
82,406.153870,393.461548,0.87341070,-4.000000
83,405.384644,394.230774,0.90126991,-4.000000
84,405.384644,393.846161,0.90175867,-4.000000
85,405.384644,393.269257,0.89638233,-4.000000
86,405.384644,393.846161,0.90664625,-4.000000
87,405.384644,393.846161,0.90517998,-4.000000
88,404.615387,394.615387,0.93157291,-4.000000
89,405.000000,394.230774,0.91300011,-4.000000
90,404.615387,393.653870,0.91593266,-4.000000
91,405.000000,393.461548,0.90957880,-4.000000
92,405.769257,393.653870,0.89687109,-4.000000
93,405.769257,394.230774,0.87780952,-4.000000
94,405.769257,394.230774,0.89833736,-4.000000
95,405.384644,393.846161,0.89149475,-4.000000
96,405.384644,393.461548,0.90371370,-4.000000
97,404.615387,394.615387,0.92082024,-4.000000
98,404.615387,394.615387,0.91446638,-4.000000
99,405.000000,394.230774,0.91886520,-4.000000
100,405.000000,394.230774,0.91251135,-4.000000
