sample,x,y,confidence,real_cm
1,521.923096,300.000000,0.90126991,-10.000000
2,524.615417,301.346161,0.91397762,-10.000000
3,525.384644,302.884613,0.91837645,-10.000000
4,525.384644,302.500000,0.91642141,-10.000000
5,526.538452,300.384613,0.95547581,-10.000000
6,530.000000,298.076935,0.89393854,-10.000000
7,529.615417,299.038483,0.90909004,-10.000000
8,529.615417,299.230774,0.90811253,-10.000000
9,529.615417,299.615387,0.92082024,-10.000000
10,528.076965,300.192322,0.93743801,-10.000000
11,528.076965,299.807709,0.91984272,-10.000000
12,528.461548,298.846161,0.90713501,-10.000000
13,529.230774,297.500000,0.88025331,-10.000000
14,529.230774,297.500000,0.90126991,-10.000000
15,529.230774,297.115387,0.88111210,-10.000000
16,529.230774,298.846161,0.90175867,-10.000000
17,529.615417,298.076935,0.89540482,-10.000000
18,530.000000,298.461548,0.90566874,-10.000000
19,529.230774,299.423096,0.89931488,-10.000000
20,529.230774,299.038483,0.90615749,-10.000000
21,529.615417,298.846161,0.89980364,-10.000000
22,528.846191,299.230774,0.90762377,-10.000000
23,529.230774,299.230774,0.90615749,-10.000000
24,529.230774,297.500000,0.90126991,-10.000000
25,529.230774,298.653870,0.89149475,-10.000000
26,530.769226,295.576935,0.90175867,-10.000000
27,530.384644,295.769257,0.87438822,-10.000000
28,529.230774,295.384613,0.88025331,-10.000000
29,529.230774,295.384613,0.88025331,-10.000000
30,529.615417,297.307709,0.85777044,-10.000000
31,529.230774,297.500000,0.88025331,-10.000000
32,529.230774,295.384613,0.88025331,-10.000000
33,529.230774,295.384613,0.88025331,-10.000000
34,530.000000,295.961548,0.88367462,-10.000000
35,530.384644,295.769257,0.88367462,-10.000000
36,530.384644,296.346161,0.88856220,-10.000000
37,531.538452,296.153870,0.91984272,-10.000000
38,530.384644,297.500000,0.90811253,-10.000000
39,531.538452,297.307709,0.91642141,-10.000000
40,530.769226,297.692322,0.92375278,-10.000000
41,531.153870,295.576935,0.90615749,-10.000000
42,530.769226,294.807709,0.90175867,-10.000000
43,530.384644,295.000000,0.89442730,-10.000000
44,531.153870,294.807709,0.90420246,-10.000000
45,530.769226,295.384613,0.88367462,-10.000000
46,530.769226,295.384613,0.89687109,-10.000000
47,529.230774,295.384613,0.88025331,-10.000000
48,529.230774,295.384613,0.85420418,-10.000000
49,529.230774,295.384613,0.85420418,-10.000000
50,529.230774,295.384613,0.85420418,-10.000000
51,530.384644,295.384613,0.89638233,-10.000000
52,531.538452,296.153870,0.91544390,-10.000000
53,531.538452,296.923096,0.91544390,-10.000000
54,531.538452,296.730774,0.91055632,-10.000000
55,531.153870,296.538483,0.91348886,-10.000000
56,530.769226,295.769257,0.89931488,-10.000000
57,530.769226,295.576935,0.90078115,-10.000000
58,530.769226,295.961548,0.91300011,-10.000000
59,531.153870,295.384613,0.91055632,-10.000000
60,530.769226,295.769257,0.90713501,-10.000000
61,531.153870,294.615387,0.91300011,-10.000000
62,531.153870,294.423096,0.91397762,-10.000000
63,532.307739,293.461548,0.92521906,-10.000000
64,532.692322,293.269257,0.93157291,-10.000000
65,533.076965,293.269257,0.93499422,-10.000000
66,533.076965,292.884613,0.93743801,-10.000000
67,533.461548,291.538483,0.91104507,-10.000000
68,532.307739,292.115387,0.92082024,-10.000000
69,533.076965,290.961548,0.90860128,-10.000000
70,533.461548,291.153870,0.91397762,-10.000000
71,534.615417,289.038483,0.90126991,-10.000000
72,534.615417,289.038483,0.90126991,-10.000000
73,534.615417,290.384613,0.90126991,-10.000000
74,534.615417,289.038483,0.90126991,-10.000000
75,534.615417,289.038483,0.90126991,-10.000000
76,533.076965,290.192322,0.91202259,-10.000000
77,533.076965,289.807709,0.92179775,-10.000000
78,532.307739,289.807709,0.92815161,-10.000000
79,533.076965,289.423096,0.91691017,-10.000000
80,532.692322,289.807709,0.92033148,-10.000000
81,532.692322,290.961548,0.92179775,-10.000000
82,533.076965,290.384613,0.91837645,-10.000000
83,534.615417,289.038483,0.90126991,-10.000000
84,533.076965,289.423096,0.91495514,-10.000000
85,532.692322,289.615387,0.92521906,-10.000000
86,532.692322,290.192322,0.92130899,-10.000000
87,531.923096,290.576935,0.92326403,-10.000000
88,533.461548,288.076935,0.91153383,-10.000000
89,533.076965,288.461548,0.92570782,-10.000000
90,533.846191,288.269257,0.90420246,-10.000000
91,534.615417,287.115387,0.90126991,-10.000000
92,534.615417,287.115387,0.90126991,-10.000000
93,536.923096,285.576935,0.92277527,-10.000000
94,537.307739,285.000000,0.93010664,-10.000000
95,537.692322,284.423096,0.94232559,-10.000000
96,539.615417,281.730774,0.91837645,-10.000000
97,539.615417,281.153870,0.93499422,-10.000000
98,538.846191,281.923096,0.93988180,-10.000000
99,537.692322,282.500000,0.94672441,-10.000000
100,535.769226,284.230774,0.92375278,-10.000000
