sample,x,y,confidence,real_cm
1,375.192322,418.846161,0.91642141,-2.000000
2,374.230774,418.461548,0.92228651,-2.000000
3,376.153870,418.461548,0.91886520,-2.000000
4,376.346161,418.461548,0.90909004,-2.000000
5,376.346161,418.461548,0.90957880,-2.000000
6,376.923096,418.076935,0.91006756,-2.000000
7,376.538483,418.461548,0.90517998,-2.000000
8,377.692322,419.615387,0.91202259,-2.000000
9,376.923096,419.615387,0.91837645,-2.000000
10,376.538483,420.000031,0.90909004,-2.000000
11,376.346161,420.384644,0.90811253,-2.000000
12,375.576935,420.769257,0.89638233,-2.000000
13,376.923096,420.769257,0.91397762,-2.000000
14,376.538483,421.538483,0.89540482,-2.000000
15,376.923096,421.923096,0.89735985,-2.000000
16,376.923096,421.538483,0.90126991,-2.000000
17,376.923096,421.538483,0.90224743,-2.000000
18,377.307709,421.923096,0.91202259,-2.000000
19,376.923096,421.923096,0.90126991,-2.000000
20,376.923096,421.923096,0.90322495,-2.000000
21,376.538483,421.923096,0.89491606,-2.000000
22,376.730774,421.923096,0.89344978,-2.000000
23,376.923096,421.923096,0.89882612,-2.000000
24,376.923096,423.076935,0.90019226,-2.000000
25,378.076935,421.538483,0.91935396,-2.000000
26,378.076935,421.153870,0.92570782,-2.000000
27,377.307709,422.307709,0.91780472,-2.000000
28,378.653870,421.923096,0.93059540,-2.000000
29,377.307709,421.923096,0.90713501,-2.000000
30,378.846161,421.153870,0.92668533,-2.000000
31,378.269257,421.538483,0.92082024,-2.000000
32,378.846161,421.538483,0.92815161,-2.000000
33,378.653870,421.538483,0.92717409,-2.000000
34,379.038483,421.923096,0.92864037,-2.000000
35,378.461548,422.307709,0.93884182,-2.000000
36,379.038483,422.307709,0.93499422,-2.000000
37,379.230774,423.076935,0.94183683,-2.000000
38,378.846161,423.461548,0.93988180,-2.000000
39,379.423096,423.076935,0.94623566,-2.000000
40,379.230774,422.307709,0.94232559,-2.000000
41,378.846161,421.923096,0.92717409,-2.000000
42,378.846161,421.923096,0.93157291,-2.000000
43,378.461548,422.307709,0.94177723,-2.000000
44,379.615387,421.538483,0.92912912,-2.000000
45,379.230774,421.923096,0.94037056,-2.000000
46,378.846161,422.307709,0.92961788,-2.000000
47,378.653870,421.923096,0.93157291,-2.000000
48,378.846161,422.307709,0.92668533,-2.000000
49,379.038483,421.923096,0.93694925,-2.000000
50,379.038483,421.153870,0.92912912,-2.000000
51,378.461548,421.923096,0.92521906,-2.000000
52,378.653870,420.769257,0.92961788,-2.000000
53,378.076935,420.769257,0.92424154,-2.000000
54,378.269257,422.307709,0.93101406,-2.000000
55,378.269257,422.307709,0.92465401,-2.000000
56,378.461548,422.307709,0.93590641,-2.000000
57,378.846161,422.307709,0.94183683,-2.000000
58,378.846161,422.692322,0.93743801,-2.000000
59,378.846161,423.461548,0.93255043,-2.000000
60,379.230774,423.846161,0.94623566,-2.000000
61,379.230774,423.846161,0.94525814,-2.000000
62,379.423096,423.846161,0.94721317,-2.000000
63,379.230774,424.230774,0.94525814,-2.000000
64,379.807709,424.230774,0.94770193,-2.000000
65,380.769257,423.461548,0.94428062,-2.000000
66,380.000000,423.846161,0.94623566,-2.000000
67,380.192322,423.461548,0.95014572,-2.000000
68,378.846161,423.846161,0.94324493,-2.000000
69,379.615387,423.461548,0.94867945,-2.000000
70,379.807709,423.461548,0.94965696,-2.000000
71,380.192322,424.230774,0.95161200,-2.000000
72,380.769257,423.846161,0.93792677,-2.000000
73,380.769257,423.846161,0.94085932,-2.000000
74,380.961548,423.846161,0.93792677,-2.000000
75,380.961548,423.846161,0.92717409,-2.000000
76,380.576935,423.461548,0.93499422,-2.000000
77,380.384644,423.461548,0.94525814,-2.000000
78,380.576935,423.076935,0.94428062,-2.000000
79,380.769257,422.692322,0.93743801,-2.000000
80,381.153870,422.692322,0.92570782,-2.000000
81,380.961548,422.692322,0.93157291,-2.000000
82,380.961548,422.307709,0.92082024,-2.000000
83,381.153870,421.923096,0.91691017,-2.000000
84,380.576935,421.923096,0.92033148,-2.000000
85,380.961548,421.538483,0.91886520,-2.000000
86,380.961548,421.923096,0.91544390,-2.000000
87,381.730774,420.384644,0.88025331,-2.000000
88,381.730774,422.307709,0.89687109,-2.000000
89,381.730774,422.307709,0.89931488,-2.000000
90,381.923096,421.538483,0.89833736,-2.000000
91,381.153870,422.692322,0.92961788,-2.000000
92,381.923096,422.307709,0.89442730,-2.000000
93,381.346161,421.923096,0.92033148,-2.000000
94,381.730774,420.384644,0.88025331,-2.000000
95,380.576935,421.538483,0.91495514,-2.000000
96,381.153870,421.153870,0.90909004,-2.000000
97,380.961548,421.538483,0.91739893,-2.000000
98,381.153870,421.538483,0.90909004,-2.000000
99,380.576935,422.307709,0.93157291,-2.000000
100,381.346161,421.153870,0.89687109,-2.000000
