sample,x,y,confidence,real_cm
1,458.846161,273.461548,0.94232559,-8.000000
2,456.923096,267.884613,0.92668533,-8.000000
3,454.615387,272.884613,0.91446638,-8.000000
4,455.384644,270.769226,0.90126991,-8.000000
5,458.076935,272.307709,0.93988180,-8.000000
6,458.461548,270.961548,0.95014572,-8.000000
7,459.230774,270.769226,0.95258951,-8.000000
8,459.230774,270.192322,0.95161200,-8.000000
9,459.615387,270.192322,0.94770193,-8.000000
10,460.000031,271.730774,0.94623566,-8.000000
11,459.615387,270.192322,0.94916821,-8.000000
12,459.615387,269.615387,0.95356703,-8.000000
13,459.615387,267.307709,0.95014572,-8.000000
14,459.615387,266.730774,0.94379187,-8.000000
15,459.615387,267.115387,0.94965696,-8.000000
16,459.230774,267.115387,0.94867945,-8.000000
17,459.230774,267.307709,0.94965696,-8.000000
18,459.615387,267.692322,0.94134808,-8.000000
19,458.846161,268.269226,0.94428062,-8.000000
20,459.230774,268.653870,0.95014572,-8.000000
21,459.230774,268.461548,0.95014572,-8.000000
22,459.615387,268.461548,0.95258951,-8.000000
23,459.230774,267.692322,0.94574690,-8.000000
24,458.846161,268.269226,0.94574690,-8.000000
25,458.846161,268.653870,0.94623566,-8.000000
26,459.230774,268.269226,0.94672441,-8.000000
27,459.230774,267.692322,0.94721317,-8.000000
28,459.615387,267.692322,0.94623566,-8.000000
29,459.615387,267.307709,0.95356703,-8.000000
30,459.230774,267.692322,0.95063448,-8.000000
31,458.846161,267.500000,0.95112324,-8.000000
32,458.846161,267.307709,0.94525814,-8.000000
33,459.230774,266.346161,0.94330311,-8.000000
34,458.846161,266.730774,0.94232559,-8.000000
35,459.230774,266.538483,0.94232559,-8.000000
36,459.230774,266.346161,0.94428062,-8.000000
37,459.615387,266.346161,0.94574690,-8.000000
38,459.615387,265.769226,0.94232559,-8.000000
39,460.000031,266.346161,0.94085932,-8.000000
40,458.846161,266.346161,0.94525814,-8.000000
41,459.230774,266.730774,0.94819069,-8.000000
42,459.230774,266.346161,0.94623566,-8.000000
43,459.615387,266.346161,0.94183683,-8.000000
44,459.615387,266.538483,0.94672441,-8.000000
45,459.615387,266.346161,0.94574690,-8.000000
46,459.615387,265.961548,0.94574690,-8.000000
47,459.230774,265.384613,0.94281435,-8.000000
48,459.230774,265.576935,0.94379187,-8.000000
49,459.230774,265.384613,0.94183683,-8.000000
50,459.615387,263.846161,0.93743801,-8.000000
51,460.000031,263.269226,0.93303919,-8.000000
52,459.615387,263.269226,0.94232559,-8.000000
53,459.615387,263.653870,0.93548298,-8.000000
54,459.230774,264.423096,0.93743801,-8.000000
55,459.230774,263.846161,0.94232559,-8.000000
56,459.230774,264.807709,0.94183683,-8.000000
57,459.230774,263.846161,0.94330311,-8.000000
58,458.846161,264.038483,0.94623566,-8.000000
59,458.846161,263.846161,0.94085932,-8.000000
60,458.846161,263.653870,0.94232559,-8.000000
61,459.230774,263.269226,0.93694925,-8.000000
62,458.461548,262.115387,0.93743801,-8.000000
63,458.846161,262.884613,0.94330311,-8.000000
64,459.230774,262.884613,0.94085932,-8.000000
65,458.846161,262.884613,0.94183683,-8.000000
66,458.846161,263.461548,0.94574690,-8.000000
67,459.230774,262.884613,0.94525814,-8.000000
68,458.846161,263.461548,0.94525814,-8.000000
69,458.846161,262.884613,0.94379187,-8.000000
70,458.846161,263.653870,0.94379187,-8.000000
71,459.230774,262.115387,0.94183683,-8.000000
72,459.615387,262.307709,0.93792677,-8.000000
73,459.230774,261.923096,0.93743801,-8.000000
74,459.230774,261.153870,0.94525814,-8.000000
75,459.230774,261.153870,0.94476938,-8.000000
76,459.615387,260.576935,0.94525814,-8.000000
77,459.230774,260.384613,0.94819069,-8.000000
78,459.615387,259.615387,0.94623566,-8.000000
79,460.000031,259.615387,0.94232559,-8.000000
80,460.000031,259.230774,0.94476938,-8.000000
81,460.000031,260.192322,0.94672441,-8.000000
82,459.615387,260.384613,0.94525814,-8.000000
83,460.000031,260.384613,0.94281435,-8.000000
84,460.000031,260.192322,0.94623566,-8.000000
85,460.000031,259.807709,0.94672441,-8.000000
86,459.615387,260.000000,0.94574690,-8.000000
87,459.615387,260.000000,0.94330311,-8.000000
88,460.384644,260.000000,0.94330311,-8.000000
89,460.384644,260.000000,0.94672441,-8.000000
90,460.384644,260.961548,0.92864037,-8.000000
91,461.153870,260.192322,0.93841553,-8.000000
92,462.307709,260.192322,0.93988180,-8.000000
93,462.692322,260.192322,0.94037056,-8.000000
94,462.307709,260.192322,0.93841553,-8.000000
95,461.923096,260.000000,0.94574690,-8.000000
96,461.923096,259.423096,0.94525814,-8.000000
97,461.923096,259.807709,0.94428062,-8.000000
98,461.923096,260.384613,0.93303919,-8.000000
99,461.538483,260.576935,0.93841553,-8.000000
100,461.923096,261.346161,0.93157291,-8.000000
