sample,x,y,confidence,real_cm
1,364.038483,321.346161,0.94085932,-4.000000
2,364.230774,320.961548,0.94525814,-4.000000
3,363.269257,322.307709,0.92521906,-4.000000
4,363.653870,324.038483,0.92277527,-4.000000
5,363.653870,324.230774,0.92424154,-4.000000
6,364.230774,324.038483,0.92228651,-4.000000
7,364.615387,322.692322,0.92864037,-4.000000
8,365.192322,322.692322,0.92228651,-4.000000
9,365.384644,322.692322,0.93059540,-4.000000
10,365.192322,323.269257,0.92228651,-4.000000
11,365.384644,322.500000,0.93646049,-4.000000
12,365.576935,322.307709,0.92912912,-4.000000
13,366.153870,322.692322,0.93352795,-4.000000
14,365.769257,322.115387,0.93206167,-4.000000
15,366.730774,323.846161,0.94330311,-4.000000
16,366.730774,323.846161,0.93988180,-4.000000
17,366.923096,322.884613,0.92864037,-4.000000
18,367.307709,323.653870,0.93303919,-4.000000
19,367.692322,323.076935,0.92130899,-4.000000
20,368.076935,323.846161,0.94183683,-4.000000
21,368.269257,323.461548,0.93059540,-4.000000
22,368.269257,323.846161,0.94134808,-4.000000
23,368.269257,322.884613,0.91495514,-4.000000
24,368.269257,323.461548,0.92668533,-4.000000
25,368.653870,322.115387,0.90420246,-4.000000
26,368.653870,322.500000,0.90860128,-4.000000
27,368.846161,322.500000,0.90615749,-4.000000
28,368.076935,323.076935,0.92228651,-4.000000
29,367.500000,323.846161,0.94085932,-4.000000
30,367.500000,323.653870,0.93841553,-4.000000
31,368.269257,323.653870,0.93352795,-4.000000
32,369.038483,322.500000,0.88660717,-4.000000
33,368.461548,323.461548,0.92228651,-4.000000
34,368.269257,322.884613,0.90713501,-4.000000
35,368.076935,323.076935,0.92179775,-4.000000
36,368.653870,324.423096,0.94232559,-4.000000
37,368.269257,323.461548,0.92815161,-4.000000
38,368.269257,324.423096,0.94574690,-4.000000
39,368.269257,324.230774,0.94085932,-4.000000
40,368.653870,324.615387,0.94574690,-4.000000
41,368.461548,324.615387,0.94525814,-4.000000
42,368.846161,324.230774,0.92766285,-4.000000
43,368.461548,324.230774,0.94525814,-4.000000
44,368.461548,324.230774,0.93988180,-4.000000
45,368.461548,324.615387,0.94525814,-4.000000
46,368.846161,324.423096,0.93646049,-4.000000
47,368.653870,324.423096,0.94232559,-4.000000
48,368.461548,324.230774,0.93792677,-4.000000
49,368.269257,323.846161,0.94085932,-4.000000
50,368.269257,324.807709,0.95210075,-4.000000
51,368.076935,324.807709,0.94867945,-4.000000
52,368.269257,325.192322,0.95258951,-4.000000
53,368.653870,324.423096,0.93206167,-4.000000
54,368.653870,324.807709,0.94232559,-4.000000
55,368.653870,325.000000,0.94623566,-4.000000
56,368.461548,325.000000,0.94867945,-4.000000
57,368.269257,325.576935,0.95258951,-4.000000
58,368.076935,326.346161,0.95601082,-4.000000
59,368.269257,326.346161,0.95307827,-4.000000
60,369.038483,326.346161,0.93059540,-4.000000
61,369.230774,325.192322,0.92864037,-4.000000
62,368.461548,324.615387,0.94819069,-4.000000
63,368.269257,324.615387,0.94428062,-4.000000
64,368.269257,324.807709,0.94867945,-4.000000
65,368.846161,323.846161,0.93157291,-4.000000
66,368.461548,323.846161,0.93988180,-4.000000
67,368.846161,323.653870,0.90566874,-4.000000
68,367.500000,324.423096,0.95014572,-4.000000
69,366.923096,324.807709,0.95063448,-4.000000
70,366.730774,323.846161,0.94037056,-4.000000
71,367.115387,323.653870,0.93939304,-4.000000
72,367.115387,323.461548,0.93841553,-4.000000
73,367.692322,322.307709,0.92912912,-4.000000
74,367.692322,322.884613,0.92424154,-4.000000
75,368.076935,323.653870,0.92473030,-4.000000
76,367.692322,324.230774,0.94525814,-4.000000
77,367.884644,324.423096,0.95307827,-4.000000
78,367.884644,324.615387,0.94819069,-4.000000
79,367.500000,325.000000,0.95845461,-4.000000
80,367.692322,325.000000,0.95698833,-4.000000
81,368.076935,325.384613,0.95112324,-4.000000
82,368.461548,325.576935,0.95503330,-4.000000
83,368.269257,325.384613,0.95405579,-4.000000
84,368.076935,324.807709,0.95356703,-4.000000
85,368.269257,325.192322,0.95356703,-4.000000
86,368.269257,325.769257,0.95258951,-4.000000
87,368.269257,325.769257,0.94916821,-4.000000
88,367.884644,326.538483,0.95747709,-4.000000
89,368.076935,325.576935,0.95796585,-4.000000
90,368.269257,325.576935,0.95210075,-4.000000
91,367.884644,325.576935,0.95307827,-4.000000
92,367.692322,326.538483,0.95796585,-4.000000
93,367.884644,326.346161,0.96089840,-4.000000
94,367.692322,326.346161,0.95747709,-4.000000
95,367.884644,326.538483,0.95552206,-4.000000
96,367.884644,326.923096,0.95356703,-4.000000
97,367.500000,326.923096,0.95601082,-4.000000
98,367.307709,326.730774,0.95694351,-4.000000
99,367.307709,326.730774,0.95649958,-4.000000
100,367.307709,326.730774,0.95845461,-4.000000
