sample,x,y,confidence,real_cm
1,325.961548,280.961548,0.94428062,-2.000000
2,324.038483,281.346161,0.94623566,-2.000000
3,323.076935,279.230774,0.94134808,-2.000000
4,322.884613,278.461548,0.93694925,-2.000000
5,323.461548,277.115387,0.94379187,-2.000000
6,323.846161,278.461548,0.94574690,-2.000000
7,323.653870,277.692322,0.94183683,-2.000000
8,323.269257,278.461548,0.94428062,-2.000000
9,322.692322,277.500000,0.93743801,-2.000000
10,321.923096,277.307709,0.93010664,-2.000000
11,321.153870,276.538483,0.93157291,-2.000000
12,320.192322,276.730774,0.94085932,-2.000000
13,318.461548,277.500000,0.95698833,-2.000000
14,318.076935,277.500000,0.95258951,-2.000000
15,317.500000,277.115387,0.95205116,-2.000000
16,317.500000,276.730774,0.95205116,-2.000000
17,317.692322,276.730774,0.95156193,-2.000000
18,318.076935,276.346161,0.95894337,-2.000000
19,317.884613,275.961548,0.95845461,-2.000000
20,318.269257,276.153870,0.95894337,-2.000000
21,318.076935,277.115387,0.95356703,-2.000000
22,318.653870,277.115387,0.95601082,-2.000000
23,318.461548,277.500000,0.95796585,-2.000000
24,318.653870,276.538483,0.95405579,-2.000000
25,318.846161,276.538483,0.95698833,-2.000000
26,318.461548,275.769226,0.95307827,-2.000000
27,319.230774,274.807709,0.94232559,-2.000000
28,318.846161,275.192322,0.94428062,-2.000000
29,319.615387,274.038483,0.91837645,-2.000000
30,318.846161,274.807709,0.93694925,-2.000000
31,319.807709,274.230774,0.91593266,-2.000000
32,319.807709,274.038483,0.91300011,-2.000000
33,318.653870,274.807709,0.94330311,-2.000000
34,318.461548,275.384613,0.95112324,-2.000000
35,317.884613,275.576935,0.95210075,-2.000000
36,318.653870,276.730774,0.95601082,-2.000000
37,318.846161,275.961548,0.94721317,-2.000000
38,318.653870,276.346161,0.95356703,-2.000000
39,318.269257,276.538483,0.95503330,-2.000000
40,318.076935,276.153870,0.95405579,-2.000000
41,316.346161,276.538483,0.94666958,-2.000000
42,315.192322,275.576935,0.92424154,-2.000000
43,312.115387,275.576935,0.93939304,-2.000000
44,311.923096,275.769226,0.94330311,-2.000000
45,312.884613,276.923096,0.93157291,-2.000000
46,313.269257,276.153870,0.93303919,-2.000000
47,314.038483,276.346161,0.93059540,-2.000000
48,314.230774,276.730774,0.93352795,-2.000000
49,314.807709,276.153870,0.92912912,-2.000000
50,315.384613,277.500000,0.93841553,-2.000000
51,315.769257,276.730774,0.93450546,-2.000000
52,315.576935,277.500000,0.94232559,-2.000000
53,315.192322,277.307709,0.93646049,-2.000000
54,315.384613,277.884613,0.94134808,-2.000000
55,315.384613,276.730774,0.93450546,-2.000000
56,316.538483,276.153870,0.94134808,-2.000000
57,316.346161,276.153870,0.94324493,-2.000000
58,316.346161,275.961548,0.94281435,-2.000000
59,316.346161,275.384613,0.94281435,-2.000000
60,316.538483,275.000000,0.93841553,-2.000000
61,316.538483,274.807709,0.93646049,-2.000000
62,316.346161,274.230774,0.93059540,-2.000000
63,317.307709,275.769226,0.95107269,-2.000000
64,317.307709,276.153870,0.95449734,-2.000000
65,317.307709,275.961548,0.94862652,-2.000000
66,317.307709,276.153870,0.94960499,-2.000000
67,317.307709,275.961548,0.95009422,-2.000000
68,317.500000,275.384613,0.94819069,-2.000000
69,317.307709,275.192322,0.93988180,-2.000000
70,317.115387,274.038483,0.94330311,-2.000000
71,317.692322,275.769226,0.95112324,-2.000000
72,317.692322,275.576935,0.95356703,-2.000000
73,317.884613,275.384613,0.94916821,-2.000000
74,317.307709,274.423096,0.94476938,-2.000000
75,317.692322,274.807709,0.94330311,-2.000000
76,317.307709,274.230774,0.94183683,-2.000000
77,317.500000,273.846161,0.94330311,-2.000000
78,317.692322,272.500000,0.93157291,-2.000000
79,317.692322,272.307709,0.93010664,-2.000000
80,317.115387,272.692322,0.93646049,-2.000000
81,316.923096,272.692322,0.93988180,-2.000000
82,316.730774,273.269226,0.93548298,-2.000000
83,316.923096,273.461548,0.93157291,-2.000000
84,317.115387,274.423096,0.94476938,-2.000000
85,317.692322,275.769226,0.95210075,-2.000000
86,317.500000,276.346161,0.95156193,-2.000000
87,317.307709,275.769226,0.94525814,-2.000000
88,317.307709,275.769226,0.94520187,-2.000000
89,317.115387,274.807709,0.94134808,-2.000000
90,317.115387,275.192322,0.94183683,-2.000000
91,316.730774,274.423096,0.94232559,-2.000000
92,316.923096,274.423096,0.94574690,-2.000000
93,317.115387,274.423096,0.93890429,-2.000000
94,317.115387,274.230774,0.94281435,-2.000000
95,316.923096,274.615387,0.94232559,-2.000000
96,317.307709,275.576935,0.94428062,-2.000000
97,317.307709,275.961548,0.94960499,-2.000000
98,317.500000,275.192322,0.94085932,-2.000000
99,317.692322,275.000000,0.94428062,-2.000000
100,317.692322,275.384613,0.95161200,-2.000000
