sample,x,y,confidence,real_cm
1,180.769241,346.538483,0.90566874,4.000000
2,177.884628,346.346161,0.89931488,4.000000
3,177.884628,347.500000,0.89687109,4.000000
4,177.403854,349.230774,0.90126991,4.000000
5,178.173080,349.423096,0.89344978,4.000000
6,178.750000,349.230774,0.88758469,4.000000
7,179.807693,347.500000,0.88856220,4.000000
8,179.903854,348.461548,0.89540482,4.000000
9,179.903854,349.423096,0.88660717,4.000000
10,179.326935,349.807709,0.89247227,4.000000
11,179.423080,350.000000,0.89344978,4.000000
12,179.038467,350.192322,0.89247227,4.000000
13,179.134628,350.576935,0.89638233,4.000000
14,178.750000,349.230774,0.90214920,4.000000
15,178.750000,351.730774,0.90214920,4.000000
16,178.750000,351.730774,0.90126991,4.000000
17,178.750000,351.730774,0.90214920,4.000000
18,178.846161,350.961548,0.90224743,4.000000
19,178.750000,351.730774,0.90214920,4.000000
20,178.750000,349.230774,0.90214920,4.000000
21,178.750000,349.230774,0.90214920,4.000000
22,179.711548,348.461548,0.88562965,4.000000
23,179.615387,348.846161,0.88856220,4.000000
24,179.807693,349.615387,0.90410614,4.000000
25,179.807693,349.807709,0.90753078,4.000000
26,179.711548,350.192322,0.90117073,4.000000
27,179.615387,350.961548,0.90371370,4.000000
28,179.711548,351.153870,0.90420246,4.000000
29,179.326935,351.923096,0.91300011,4.000000
30,179.038467,351.730774,0.91006756,4.000000
31,179.134628,351.923096,0.91397762,4.000000
32,179.423080,351.538483,0.90420246,4.000000
33,178.942322,350.961548,0.90371370,4.000000
34,179.230774,351.153870,0.90860128,4.000000
35,179.134628,351.346161,0.91006756,4.000000
36,179.423080,351.538483,0.90517998,4.000000
37,178.750000,351.730774,0.90214920,4.000000
38,179.615387,350.576935,0.90713501,4.000000
39,179.615387,351.346161,0.90909004,4.000000
40,178.750000,351.730774,0.90214920,4.000000
41,179.230774,351.346161,0.90811253,4.000000
42,179.038467,350.576935,0.90420246,4.000000
43,179.038467,351.346161,0.91300011,4.000000
44,178.750000,351.730774,0.90214920,4.000000
45,178.942322,351.538483,0.90371370,4.000000
46,178.942322,351.153870,0.90517998,4.000000
47,179.038467,350.961548,0.90371370,4.000000
48,179.423080,350.192322,0.88856220,4.000000
49,178.750000,349.230774,0.90214920,4.000000
50,179.038467,349.615387,0.90224743,4.000000
51,179.134628,349.038483,0.89393854,4.000000
52,179.519241,348.461548,0.89051723,4.000000
53,179.711548,348.461548,0.89931488,4.000000
54,179.807693,348.461548,0.89344978,4.000000
55,179.615387,348.653870,0.88074207,4.000000
56,179.807693,348.653870,0.88171959,4.000000
57,178.653854,348.269257,0.89149475,4.000000
58,178.076935,349.038483,0.88465214,4.000000
59,178.173080,348.653870,0.88660717,4.000000
60,178.173080,347.692322,0.89589357,4.000000
61,178.269241,347.500000,0.90175867,4.000000
62,178.269241,348.269257,0.88465214,4.000000
63,178.173080,348.461548,0.88758469,4.000000
64,178.269241,348.269257,0.89344978,4.000000
65,178.653854,347.692322,0.89442730,4.000000
66,178.846161,347.692322,0.89638233,4.000000
67,179.134628,347.307709,0.87732077,4.000000
68,178.942322,346.730774,0.89051723,4.000000
69,178.365387,346.346161,0.89638233,4.000000
70,177.884628,346.346161,0.89931488,4.000000
71,178.942322,346.923096,0.89638233,4.000000
72,179.038467,346.730774,0.88562965,4.000000
73,178.942322,346.538483,0.90371370,4.000000
74,178.846161,346.538483,0.88660717,4.000000
75,178.653854,346.730774,0.88025331,4.000000
76,179.038467,346.923096,0.88758469,4.000000
77,178.365387,346.538483,0.88758469,4.000000
78,178.365387,347.500000,0.89344978,4.000000
79,178.076935,348.269257,0.89051723,4.000000
80,178.750000,349.230774,0.88025331,4.000000
81,178.269241,348.076935,0.89149475,4.000000
82,178.942322,347.884613,0.89687109,4.000000
83,178.942322,347.500000,0.88758469,4.000000
84,178.269241,347.884613,0.89687109,4.000000
85,178.750000,348.653870,0.88465214,4.000000
86,178.076935,348.461548,0.88025331,4.000000
87,178.076935,348.269257,0.89638233,4.000000
88,178.173080,348.653870,0.88269711,4.000000
89,178.076935,348.461548,0.88269711,4.000000
90,177.500000,347.115387,0.90909004,4.000000
91,176.826935,347.307709,0.91886520,4.000000
92,177.500000,347.692322,0.91055632,4.000000
93,177.692322,346.538483,0.90615749,4.000000
94,177.692322,346.346161,0.91202259,4.000000
95,177.692322,346.538483,0.90566874,4.000000
96,177.500000,347.115387,0.90860128,4.000000
97,177.788467,346.346161,0.90664625,4.000000
98,177.788467,346.923096,0.88367462,4.000000
99,178.076935,348.269257,0.89442730,4.000000
100,178.750000,349.230774,0.90126991,4.000000
