sample,x,y,confidence,real_cm
1,91.442314,349.615387,0.91976166,8.000000
2,91.442314,349.615387,0.91976166,8.000000
3,90.817314,352.500000,0.93646049,8.000000
4,91.201927,354.230774,0.95503330,8.000000
5,90.721161,352.884644,0.93988180,8.000000
6,92.451927,350.576935,0.91642141,8.000000
7,93.028847,351.346161,0.92179775,8.000000
8,93.413467,351.346161,0.91055632,8.000000
9,93.798080,350.576935,0.91348886,8.000000
10,93.221161,351.730774,0.91691017,8.000000
11,93.221161,352.307709,0.92473030,8.000000
12,92.932693,351.538483,0.91837645,8.000000
13,91.971161,352.500000,0.93694925,8.000000
14,91.875000,352.692322,0.93499422,8.000000
15,90.913467,352.307709,0.93792677,8.000000
16,90.336540,351.153870,0.92375278,8.000000
17,91.105774,352.115387,0.93255043,8.000000
18,91.201927,352.115387,0.93303919,8.000000
19,91.490387,352.500000,0.92766285,8.000000
20,91.586540,352.692322,0.93352795,8.000000
21,91.682693,352.884644,0.93499422,8.000000
22,91.682693,352.115387,0.93010664,8.000000
23,92.067314,352.500000,0.92473030,8.000000
24,92.163467,352.500000,0.93255043,8.000000
25,92.067314,352.115387,0.93010664,8.000000
26,92.836540,351.923096,0.91153383,8.000000
27,92.548080,351.346161,0.91691017,8.000000
28,91.442314,349.615387,0.91976166,8.000000
29,91.778847,348.653870,0.91397762,8.000000
30,91.971161,349.038483,0.90224743,8.000000
31,92.451927,349.615387,0.90420246,8.000000
32,92.644234,349.807709,0.90566874,8.000000
33,93.028847,350.000000,0.91593266,8.000000
34,93.028847,350.384613,0.90566874,8.000000
35,91.442314,349.615387,0.91976166,8.000000
36,91.442314,349.615387,0.91976166,8.000000
37,92.740387,351.153870,0.91495514,8.000000
38,91.442314,349.615387,0.90214920,8.000000
39,93.028847,351.346161,0.91348886,8.000000
40,93.125000,351.730774,0.92130899,8.000000
41,93.221161,352.307709,0.91593266,8.000000
42,93.317314,351.153870,0.91104507,8.000000
43,93.653847,351.153870,0.92122936,8.000000
44,93.942314,350.961548,0.92954636,8.000000
45,93.605774,351.923096,0.91593266,8.000000
46,93.942314,350.961548,0.91976166,8.000000
47,93.317314,350.384613,0.91837645,8.000000
48,93.028847,351.153870,0.90566874,8.000000
49,93.221161,350.961548,0.91202259,8.000000
50,93.125000,350.576935,0.91348886,8.000000
51,93.125000,350.384613,0.90224743,8.000000
52,93.317314,350.576935,0.90420246,8.000000
53,93.221161,350.961548,0.91202259,8.000000
54,93.028847,350.961548,0.91006756,8.000000
55,93.125000,351.538483,0.91544390,8.000000
56,93.125000,351.153870,0.91300011,8.000000
57,93.317314,351.346161,0.90615749,8.000000
58,93.413467,350.576935,0.91348886,8.000000
59,93.605774,350.961548,0.91348886,8.000000
60,93.028847,350.576935,0.91104507,8.000000
61,92.932693,350.961548,0.91055632,8.000000
62,93.221161,350.576935,0.91544390,8.000000
63,93.221161,351.153870,0.91202259,8.000000
64,91.442314,350.961548,0.91976166,8.000000
65,93.221161,352.884644,0.93988180,8.000000
66,93.413467,352.115387,0.91397762,8.000000
67,93.750000,351.730774,0.92171860,8.000000
68,94.086540,352.500000,0.91642141,8.000000
69,94.278847,352.115387,0.92326403,8.000000
70,94.182693,351.923096,0.91397762,8.000000
71,94.182693,351.730774,0.91544390,8.000000
72,93.557693,351.346161,0.92416477,8.000000
73,93.990387,351.538483,0.91984272,8.000000
74,93.317314,351.923096,0.92179775,8.000000
75,93.413467,351.923096,0.92277527,8.000000
76,93.028847,352.692322,0.93450546,8.000000
77,93.221161,351.346161,0.91837645,8.000000
78,92.644234,350.961548,0.90811253,8.000000
79,93.028847,351.346161,0.90909004,8.000000
80,93.028847,351.346161,0.91593266,8.000000
81,93.028847,351.923096,0.92473030,8.000000
82,93.221161,351.730774,0.92766285,8.000000
83,93.413467,351.730774,0.92277527,8.000000
84,93.509621,352.500000,0.92766285,8.000000
85,93.798080,352.500000,0.93059540,8.000000
86,93.798080,352.692322,0.93499422,8.000000
87,93.317314,352.115387,0.91788769,8.000000
88,93.221161,351.538483,0.91642141,8.000000
89,93.125000,351.346161,0.92082024,8.000000
90,93.942314,350.961548,0.91976166,8.000000
91,92.932693,351.923096,0.91055632,8.000000
92,93.317314,352.500000,0.92033148,8.000000
93,93.125000,352.307709,0.92570782,8.000000
94,93.028847,352.500000,0.92326403,8.000000
95,93.125000,352.307709,0.92130899,8.000000
96,93.221161,351.730774,0.91837645,8.000000
97,93.942314,350.961548,0.91976166,8.000000
98,93.942314,350.961548,0.91976166,8.000000
99,91.442314,350.961548,0.91976166,8.000000
100,91.442314,350.961548,0.91976166,8.000000
