sample,x,y,confidence,real_cm
1,260.384613,357.692322,0.93450546,0.000000
2,258.653870,357.115387,0.90126991,0.000000
3,259.615387,357.692322,0.90664625,0.000000
4,258.653870,357.115387,0.90126991,0.000000
5,258.653870,357.115387,0.90126991,0.000000
6,258.653870,357.115387,0.91886520,0.000000
7,259.615387,354.615387,0.91153383,0.000000
8,260.384613,354.615387,0.93010664,0.000000
9,259.807709,354.230774,0.93255043,0.000000
10,260.961548,354.038483,0.93157291,0.000000
11,259.615387,352.692322,0.92864037,0.000000
12,260.000000,352.692322,0.93352795,0.000000
13,260.000000,353.076935,0.93694925,0.000000
14,261.538483,353.461548,0.94134808,0.000000
15,261.153870,353.653870,0.94037056,0.000000
16,260.961548,352.692322,0.93548298,0.000000
17,260.769226,352.115387,0.93939304,0.000000
18,260.961548,352.115387,0.93841553,0.000000
19,260.961548,352.500000,0.93059540,0.000000
20,261.346161,352.500000,0.94037056,0.000000
21,260.576935,351.730774,0.93157291,0.000000
22,260.769226,351.538483,0.93548298,0.000000
23,260.769226,351.346161,0.93499422,0.000000
24,260.576935,351.538483,0.93255043,0.000000
25,260.000000,351.153870,0.93548298,0.000000
26,259.615387,350.192322,0.94330311,0.000000
27,259.615387,349.807709,0.93743801,0.000000
28,260.000000,349.423096,0.93352795,0.000000
29,260.576935,349.423096,0.93743801,0.000000
30,261.538483,350.000000,0.93988180,0.000000
31,261.346161,350.192322,0.94330311,0.000000
32,261.538483,350.192322,0.94183683,0.000000
33,260.961548,349.423096,0.93303919,0.000000
34,260.961548,349.423096,0.93352795,0.000000
35,260.192322,348.461548,0.93988180,0.000000
36,260.384613,348.846161,0.94134808,0.000000
37,259.807709,348.461548,0.93206167,0.000000
38,259.807709,348.269257,0.93548298,0.000000
39,259.807709,347.500000,0.92326403,0.000000
40,259.807709,347.307709,0.92570782,0.000000
41,259.423096,347.500000,0.92717409,0.000000
42,259.230774,348.076935,0.93988180,0.000000
43,259.423096,347.500000,0.93988180,0.000000
44,260.000000,347.307709,0.93352795,0.000000
45,260.384613,346.923096,0.93010664,0.000000
46,260.192322,347.115387,0.93694925,0.000000
47,260.384613,346.730774,0.93059540,0.000000
48,260.192322,346.730774,0.92668533,0.000000
49,260.576935,345.961548,0.92473030,0.000000
50,260.384613,346.538483,0.93157291,0.000000
51,260.769226,347.115387,0.93548298,0.000000
52,260.961548,347.307709,0.93303919,0.000000
53,261.153870,346.923096,0.93059540,0.000000
54,260.961548,346.923096,0.94330311,0.000000
55,261.153870,346.538483,0.94281435,0.000000
56,260.961548,346.730774,0.93303919,0.000000
57,260.769226,346.730774,0.94330311,0.000000
58,261.153870,346.346161,0.94379187,0.000000
59,260.769226,346.346161,0.93694925,0.000000
60,260.769226,346.153870,0.93694925,0.000000
61,260.576935,345.961548,0.93694925,0.000000
62,260.769226,345.769257,0.93646049,0.000000
63,260.769226,345.384613,0.93988180,0.000000
64,260.769226,345.000000,0.92864037,0.000000
65,260.769226,345.192322,0.93499422,0.000000
66,260.769226,345.576935,0.94232559,0.000000
67,261.153870,346.153870,0.94183683,0.000000
68,261.153870,346.153870,0.93988180,0.000000
69,261.153870,346.153870,0.94134808,0.000000
70,260.769226,345.961548,0.93352795,0.000000
71,260.961548,345.961548,0.94134808,0.000000
72,260.961548,345.961548,0.93743801,0.000000
73,261.153870,346.153870,0.94134808,0.000000
74,260.769226,345.961548,0.94428062,0.000000
75,261.153870,345.961548,0.93743801,0.000000
76,261.730774,345.576935,0.94623566,0.000000
77,261.346161,346.153870,0.94672441,0.000000
78,261.730774,345.961548,0.94623566,0.000000
79,261.923096,345.961548,0.94330311,0.000000
80,261.730774,345.576935,0.94819069,0.000000
81,261.923096,345.576935,0.94428062,0.000000
82,261.730774,345.000000,0.94623566,0.000000
83,261.923096,345.000000,0.94428062,0.000000
84,261.730774,345.000000,0.94525814,0.000000
85,261.730774,345.384613,0.94134808,0.000000
86,262.115387,345.384613,0.94428062,0.000000
87,261.730774,345.384613,0.94721317,0.000000
88,261.538483,344.615387,0.94574690,0.000000
89,261.538483,344.423096,0.94476938,0.000000
90,261.346161,344.038483,0.94867945,0.000000
91,261.346161,344.038483,0.94379187,0.000000
92,261.153870,343.653870,0.94085932,0.000000
93,261.153870,343.653870,0.95014572,0.000000
94,261.346161,344.038483,0.94330311,0.000000
95,261.346161,344.230774,0.94428062,0.000000
96,261.346161,344.230774,0.94623566,0.000000
97,261.538483,344.038483,0.94379187,0.000000
98,261.538483,344.230774,0.94574690,0.000000
99,261.538483,344.038483,0.94623566,0.000000
100,261.346161,344.423096,0.94525814,0.000000
